"VattenID","Vattenkategori","VariabelID","Bedömningsår","Årsvärde","Standardfel","Trendvärde","Antal provtagningstillfällen","Andel regionala data"
"SE655275-153234","Station","Insjöfisk abborre",1993,29.7,,17.40915025482764,1,0
"SE655275-153234","Station","Insjöfisk abborre",1996,14.57,,17.409117542911126,1,0
"SE655275-153234","Station","Insjöfisk abborre",1997,14.47,,17.409108739538965,1,0
"SE655275-153234","Station","Insjöfisk abborre",1998,11.84,,17.40910139905377,1,0
"SE655275-153234","Station","Insjöfisk abborre",1999,15.38,,17.409095656100117,1,0
"SE655275-153234","Station","Insjöfisk abborre",2000,14.34,,17.409091558620254,1,0
"SE655275-153234","Station","Insjöfisk abborre",2001,14.13,,17.409089062232336,1,0
"SE655275-153234","Station","Insjöfisk abborre",2002,18.76,,17.40908808505929,1,0
"SE655275-153234","Station","Insjöfisk abborre",2003,27.7,,17.40908845307389,1,0
"SE655275-153234","Station","Insjöfisk abborre",2004,10.92,,17.409090075343475,1,0
"SE655275-153234","Station","Insjöfisk abborre",2005,19.9,,17.409092969250164,1,0
"SE655275-153234","Station","Insjöfisk abborre",2006,12.5,,17.409097130183305,1,0
"SE655275-153234","Station","Insjöfisk abborre",2007,24.36,,17.409102522671365,1,0
"SE655275-153234","Station","Insjöfisk abborre",2008,16.7,,17.409109091511247,1,0
"SE655275-153234","Station","Insjöfisk abborre",2009,10.02,,17.409116853316412,1,0
"SE655275-153234","Station","Insjöfisk abborre",2010,18.41,,17.40912582230409,1,0
"SE655275-153234","Station","Insjöfisk abborre",2011,18.79,,17.409135891488944,1,0
"SE655275-153234","Station","Insjöfisk abborre",2012,12.27,,17.40914694960594,1,0
"SE655275-153234","Station","Insjöfisk abborre",2013,15.4,,17.409158889176922,1,0
"SE655275-153234","Station","Insjöfisk abborre",2015,17.56,,17.409184601237264,1,0
"SE655275-153234","Station","Insjöfisk abborre",2017,24.61,,17.409211119236073,1,0
"SE655275-153234","Station","Insjöfisk abborre",2019,22.01,,17.40923669618299,1,0
"SE655275-153234","Station","Insjöfisk abborre",2021,16.07,,17.40926063707437,1,0
"SE655275-153234","Station","Insjöfisk antal arter",1993,5,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",1996,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",1997,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",1998,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",1999,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2000,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2001,4,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2002,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2003,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2004,5,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2005,6,,,1,0
"SE655275-153234","Station","Insjöfisk antal arter",2006,6,,,1,0
