"VattenID","Vattenkategori","VariabelID","Bedömningsår","Årsvärde","Standardfel","Trendvärde","Antal provtagningstillfällen","Andel regionala data"
"SE739283-163835","Station","Individtäthet alla bottendjur",1997,447,,279.65715495934097,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2000,149.10000000000002,,279.658257401738,2,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2001,160.6,,279.65844151859005,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2002,297.69999999999993,,279.6585089783943,2,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2003,342,,279.65847690827337,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2004,301.2,,279.6583548074879,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2005,270.20000000000005,,279.6581363882335,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2006,379,,279.6578122297041,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2007,76.2,,279.6573837486183,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2008,350.59999999999997,,279.65686100483,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2009,440.59999999999997,,279.6562493616238,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2010,354,,279.6555447994934,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2011,258.8,,279.65474622628204,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2012,326.19999999999993,,279.65387012059057,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2013,500.2,,279.6529486542876,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2014,342.59999999999997,,279.6520138824684,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2015,0,,279.6510898336278,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2016,301.40000000000003,,279.65020365803997,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2017,97.39999999999999,,279.64939738988136,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2018,369.4,,279.64871334287164,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2019,216,,279.64815683857023,1,0
"SE739283-163835","Station","Individtäthet alla bottendjur",2020,172.2,,279.64767794705193,1,0
"SE739283-163835","Station","Individtäthet blötdjur",1997,0,,0.2818179912609404,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2000,0,,0.28181801411748647,2,0
"SE739283-163835","Station","Individtäthet blötdjur",2001,0.8,,0.28181802688920427,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2002,0,,0.2818180422703619,2,0
"SE739283-163835","Station","Individtäthet blötdjur",2003,0.8,,0.28181805894255374,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2004,0.4,,0.2818180761910928,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2005,0,,0.2818180944121202,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2006,0,,0.28181811442335186,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2007,0.2,,0.2818181364045196,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2008,0,,0.28181815959993484,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2009,0.8,,0.28181818296697864,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2010,0,,0.281818205857808,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2011,0.4,,0.2818182279200531,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2012,0.4,,0.2818182485501805,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2013,0.4,,0.2818182668733705,1,0
"SE739283-163835","Station","Individtäthet blötdjur",2014,0.4,,0.2818182824217467,1,0
